PC1,PC4,PC63,PC84,PC89,SalePrice
1.8061032180562522,-0.22614357426862966,-0.046445480745356774,-0.05908105904291451,-0.06189764209902427,199900
2.2602602396210125,1.122314305797,-0.053824727910518726,0.019792491373655317,0.018020961458333047,212000
0.7443232785306401,0.42875826501051184,0.045101515922347346,-0.18410949431678636,-0.062155289697620665,160000
-0.6655769400115905,0.9051460078931032,-0.08000799509477695,0.11554379488299654,0.07934921301655774,150500
2.1169844882156843,-1.328481918499273,0.12221724766158018,-0.11339377163164677,0.10409973360661749,350000
1.991061346550497,0.6870021290676599,0.04746724957465302,0.07384488951665245,-0.03220867774396034,229456
-0.4194692474164872,0.7673999071436926,0.3061190787394514,0.3278259123984326,0.057305566632356336,128000
-0.9907704469795311,-0.20677592303326936,-0.10373587927931596,-0.27801526843184876,-0.10294583616538877,158000
1.5333626325771221,-1.7288145383887097,-0.07922354629945164,-0.14045665437678312,-0.11008800006810641,320000
-0.8829133400847704,0.9964231751794961,-0.017209002523564058,0.03371948826560465,-0.00727042330362834,156000
-1.4029851328563414,-0.313718374610995,-0.12559217758002816,-0.11966410876095912,-0.1432817602001273,167500
2.307870779383632,0.3494415231758953,0.01961367943116944,0.200884672658946,0.026493504084929786,194700
-1.7831663281108185,0.2673233528590978,-0.6292752098374449,-0.1308316605848907,-0.022825396064803504,125000
-1.6363750517378841,-0.2159819860935926,-0.07317835562093165,-0.12686348433125477,0.05107716810610819,124900
-1.4180616291185208,-0.9178881992787565,-0.22320787237760326,0.490822021237642,0.4129102198654527,200500
-0.8755196204996583,-1.235195809821331,0.19195275512419882,0.27532788832398697,0.1511900004386107,177500
-0.7646426604038994,0.11122876282149664,-0.14501143076387848,-0.1251248670532506,0.1884350805386869,181000
-0.6059551494908343,-1.0361076254848023,-0.23814593123244399,-0.0033763970688806583,0.12990633808163818,158900
-1.7559014868290885,0.26107902952337614,-0.10392458944652054,0.17676977685708262,0.30188888073470105,60000
1.0661460833182186,-0.3619502882778103,-0.11978530000993881,0.037505662428734696,-0.014360288056927751,185000
2.061063701518385,0.3560647560700685,-0.07441320892075767,0.043949507508090783,0.06839149659349965,227875
1.5715208303727133,-0.09789463840862064,0.10230131199284302,-0.1841111813885808,0.1534595705293353,278000
0.09587235817361191,-1.313735173043938,-0.07883814975230152,0.32677834138891804,0.17864091833707296,224000
-1.5260096755049484,0.16950764622630782,-0.22413736208899868,-0.03632086466896359,-0.21808704273477716,91500
0.6403261811803759,-0.35857443070202355,-0.2766880090043141,0.05250633635335471,-0.060256771022318974,320000
-0.5431545681604526,-0.955157564247955,-0.23920412593308807,0.06687153380251186,0.04382564785455294,228950
0.5472314273441856,0.9007182485523925,-0.01934251802961472,-0.002876856947221949,-0.0938095553608774,202500
0.9372832901652483,0.4726717416477753,-0.08102998651153749,0.06115381560754311,-0.11191247810199538,175000
2.094350239001542,-2.414129299003154,0.2245071334599613,-0.01274824982695516,-0.024129103278086417,361919
-0.735130387027393,-0.9430470214238046,0.12444088904652532,-0.2864032988506194,-0.12593166158769373,139600
-2.0568898320119327,-0.5255098227463169,0.06970589461094084,0.18381220727811703,0.09458164103135679,87000
0.4810914343825356,0.10821134265940431,-0.07769105714280793,-0.2549864399738856,0.10836449503375882,205000
-1.265210373603193,0.10706962362467343,0.15799590722004636,-0.09016334258138702,-0.07969924124345507,145250
2.450659811058291,-1.2021579746156854,0.34296855566064854,0.06152762323142015,0.09348100105924022,383970
2.033182661819087,0.8588103471979263,-0.16287875846110064,-0.17329516468480277,-0.012158243392948033,215000
-0.7535347303194336,0.028426551426683714,0.11992305225768152,-0.06143347109432227,-0.0663133397701425,128500
-1.038192352280218,-0.05568555501618826,-0.03586192618292221,-0.12669547524763525,-0.08840566269328846,133000
-1.610018860843199,0.6255632185484091,0.018765790555202895,-0.26207363012994084,-0.338023346725678,123000
2.420767825284769,0.930928650833863,0.2566221321598314,0.19421992818319103,0.047984243493311415,167240
-0.7268252214924175,0.12478290981564392,-0.08622852696655949,-0.4926422665343567,-0.1391297808400691,153337
-2.3436996991964105,0.1490023517333796,-0.036139187540701265,0.25169906319622665,0.2485686688678893,58500
2.7591626565845004,0.09566850825810673,0.2468548717965665,0.14625546600188907,0.13423729750695765,224000
-1.0688344715543998,0.8655467264839842,-0.0016985606965693653,-0.061945851807773185,0.027627591507831024,139950
-1.2414759621745408,0.9285757153398506,0.011326789266701108,-0.43934007773658335,-0.10375405578820524,82000
-0.8012489451976171,-0.5249374547199365,-0.5273911282864552,-0.0010771287334819329,-0.05654250975215718,176000
1.882261617568058,-1.8734305971852954,-0.2742520467785542,-0.12842709652155102,0.06489879094676894,385000
-0.43522055675452775,-0.20160075085441032,-0.699945462829278,0.1578387746696698,-0.06401156372458815,151400
0.8410730282759923,-0.05451707533175757,0.05913028488842811,0.10724931567131347,0.2882793567496319,190000
2.057259211442524,-1.0035314788323804,-0.17999644973026596,-0.24120991802403405,0.07347946882114485,335000
-0.9806967251310883,1.0112613751929642,0.07818668914201986,-0.19258178648640065,0.12542056075459515,112000
-1.1027134257102693,1.0096443172430332,0.09854474748698006,-0.05415529521076666,0.11104939986371692,133000
1.6258858200743749,1.4849271998452793,-0.1050459654403153,-0.009117252081609647,-0.06194990738652923,178000
-1.6503432810819934,-0.03462387525088032,-0.4851055945964817,0.11958617641523972,0.47311501730458705,147000
2.2874665414879027,-1.366153234047212,0.2775883599218366,-0.19083387797388002,0.08592633595134666,374000
1.882975630826009,0.44062576052665,0.028079380210942525,0.042636928777206706,0.05562026747090563,252678
-2.226735578224535,-0.37552859826064033,-0.009924636011802943,0.20227375352252772,-0.09028253664090542,141500
2.14675979566487,0.25016565865834556,0.3542091158672522,-0.12308951260102037,0.30655756455654853,227680
2.3530707085388856,-0.015797408384791357,-0.13471395268801328,0.05019010998648657,-0.1443182023437247,402000
-1.3571263610075166,-0.6196805608440785,0.19464819968629027,0.1904062941962161,-0.12308568271736424,128000
-1.3522929865232964,-0.006427105195378095,-0.3095807156575449,-0.05429401937525233,-0.0033711889130038945,108000
-0.354848960687329,-0.9726032802573696,-0.050314223756027496,-0.005763489493099697,0.2812992054230749,250000
-0.7219777282495692,0.5467710954529037,-0.38904381789162784,0.02802204411470287,-0.23797108597984062,160000
2.022571465024212,0.7188094864820032,0.1315825936105803,-0.017162303604762414,0.07971538140141068,186500
-1.1491541633727893,-0.6310495791185426,-0.1611426167264205,-0.144415595136073,0.011736920823884639,125000
2.1283641044726846,-0.8242851974125998,0.05772608732285701,-0.25876959086095885,0.09773501297871195,274900
0.686659847741101,0.6415474817473744,0.1021759706103163,0.2411801116157435,-0.11007906067621187,167500
-0.8617906542436511,-0.3509993308480306,0.04254991698849212,0.03750879209177953,0.10980086446826992,140000
-1.4496253102750798,-1.1306752653806367,0.029266016003149074,0.04399654162943321,-0.08036147664734877,127500
-1.138483974991514,-0.5576739162725334,0.22731764505613114,0.05246920489689246,-0.03765962269548442,140000
1.9224563633513128,0.1603483521394282,0.22266242224658644,0.057741939095747215,0.05878794674234667,178740
-0.11291303778964148,0.2288707408795847,-0.126350574433776,0.13580894204988572,-0.25027045950830024,184000
2.1003870730567025,0.9460439533022259,-0.06500585368983862,-0.01820691596317886,0.0701429366789744,213500
0.3071439287737503,0.5997894652872655,0.1372027259031501,-0.1529215579533644,0.05605168365980356,155000
1.4999157415267457,1.5624105612646102,-0.07979570085834929,0.031270639204591145,0.17805218326834255,177500
-1.4415684018114365,-0.6377913004379053,-0.2670150008759959,0.20214995011051404,-0.22274499067892875,163000
-1.7794733806648335,0.03115318433431438,0.07889080812686042,-0.028365943396297034,-0.006269033368517914,107900
-1.1067902357168715,-0.31766645258170884,-0.001728339647892096,-0.1674817501522271,0.09704317778744069,128000
1.6766358180552643,0.4165534391566563,0.012828068952386765,-0.04161830829685732,0.016825871106085653,187000
